Issue Type,Custom field (Patch Info),Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,,PIG-1968,12503551,,Need to document embeding in Java,chandec,olgan,Major,Closed,Fixed,06/Apr/11 20:30,04/Aug/11 00:35,
Bug,,PIG-1788,12494768,,relation-as-scalar error messages should indicate the field being used as scalar,laukik,thejas,Major,Closed,Fixed,05/Jan/11 20:51,04/Aug/11 00:35,
Bug,Patch Available,PIG-534,12408613,,Illustrate can't handle Map's or NULLs,yanz,iholsman,Major,Closed,Fixed,17/Nov/08 00:46,04/Aug/11 00:35,
Bug,Patch Available,PIG-1923,12501886,,Jython UDFs fail to convert Maps of Integer values back to Pig types,julienledem,julienledem,Major,Closed,Fixed,19/Mar/11 23:05,04/Aug/11 00:35,
Bug,,PIG-2071,12507158,,casting numeric type to chararray during schema merge for union is inconsistent with other schema merge cases,thejas,thejas,Major,Closed,Fixed,13/May/11 18:06,04/Aug/11 00:35,
Bug,,PIG-1277,12458279,,Pig should give error message when cogroup on tuple keys of different inner type,gates,daijy,Major,Closed,Fixed,05/Mar/10 19:02,04/Aug/11 00:35,
Test,,PIG-1913,12501639,,Use a file for excluding tests,tomwhite,tomwhite,Major,Closed,Fixed,17/Mar/11 01:16,04/Aug/11 00:35,
Bug,,PIG-1961,12503335,,"Pig prints ""null"" as file name in case of grammar error",xuefuz,xuefuz,Major,Closed,Fixed,04/Apr/11 20:07,04/Aug/11 00:35,
Bug,,PIG-1835,12497302,,Pig 0.9 new logical plan throws class cast exception,,vivekp,Major,Closed,Fixed,01/Feb/11 09:42,04/Aug/11 00:35,
Bug,,PIG-2021,12505755,,Parser error while referring a map nested foreach,xuefuz,vivekp,Major,Closed,Fixed,29/Apr/11 05:27,04/Aug/11 00:35,
Improvement,,PIG-1998,12504593,,Allow macro to return void,rding,rding,Major,Closed,Fixed,18/Apr/11 20:34,04/Aug/11 00:35,
Bug,,PIG-1697,12478225,,NullPointerException if log4j.properties is Used,laukik,ranjit,Major,Closed,Fixed,25/Oct/10 11:26,04/Aug/11 00:35,
Task,,PIG-1772,12493462,,Pig 090 Documentation,chandec,chandec,Major,Closed,Fixed,16/Dec/10 21:54,04/Aug/11 00:35,
Bug,,PIG-969,12436116,,"Default constructor of UDF gets called for UDF with parameterised constructor , if the udf has a getArgToFuncMapping function defined",thejas,thejas,Major,Closed,Fixed,18/Sep/09 23:45,04/Aug/11 00:35,
Bug,,PIG-1996,12504326,,Pig new parser fails to recognize PARALLEL keywords in a case,xuefuz,xuefuz,Major,Closed,Fixed,15/Apr/11 00:01,04/Aug/11 00:35,
Improvement,,PIG-1981,12503762,,LoadPushDown.pushProjection should pass alias in addition to position,daijy,daijy,Major,Closed,Fixed,08/Apr/11 17:51,04/Aug/11 00:35,
Improvement,,PIG-1853,12498421,,Using ANTLR jars from maven repository,rding,rding,Major,Closed,Fixed,11/Feb/11 22:16,04/Aug/11 00:35,
Bug,,PIG-2146,12511977,,POStore.getSchema() returns null because of which PigOutputCommitter is not storing schema while cleanup,thejas,vivekp,Major,Closed,Fixed,28/Jun/11 11:56,04/Aug/11 00:35,
Improvement,,PIG-1984,12503791,,Nedd to clarify unknown schema,chandec,daijy,Major,Closed,Fixed,08/Apr/11 22:11,04/Aug/11 00:35,
Improvement,,PIG-1799,12495310,,Provide deployable maven artifacts for pigunit and pig smoke tests,cos,cos,Major,Closed,Fixed,11/Jan/11 21:52,04/Aug/11 00:35,
Bug,,PIG-2089,12508098,,Javadoc for ResourceFieldSchema.getSchema() is wrong,daijy,daijy,Major,Closed,Fixed,23/May/11 20:06,04/Aug/11 00:35,
Bug,,PIG-2140,12511280,,Usage printed from Main.java gives wrong option for disabling LogicalExpressionSimplifier,thejas,thejas,Major,Closed,Fixed,22/Jun/11 20:06,04/Aug/11 00:35,
Bug,,PIG-2076,12507192,,"update documentation, help command with correct default value of pig.cachedbag.memusage",thejas,thejas,Major,Closed,Fixed,13/May/11 23:53,04/Aug/11 00:35,
Bug,,PIG-1910,12501606,,incorrect schema shown when project-star is used with other projections,daijy,thejas,Major,Closed,Fixed,16/Mar/11 17:50,04/Aug/11 00:35,
Bug,,PIG-2063,12507011,,Regression: an invalid query regarding union onschema becoming valid,thejas,xuefuz,Major,Closed,Invalid,12/May/11 16:28,04/Aug/11 00:35,
Bug,,PIG-1893,12501100,,Pig report input size -1 for empty input file,rding,daijy,Major,Closed,Fixed,11/Mar/11 02:43,04/Aug/11 00:35,
Bug,,PIG-2030,12506003,,Merged join/cogroup does not automatically ship loader,daijy,daijy,Major,Closed,Fixed,03/May/11 01:25,04/Aug/11 00:35,
Bug,,PIG-1978,12503685,,Secondary sort fail when dereferencing two fields inside foreach,daijy,daijy,Major,Closed,Fixed,07/Apr/11 22:34,04/Aug/11 00:35,
Improvement,,PIG-2113,12509661,,"Inaccuracy in the UDF Manua;",chandec,olgan,Major,Closed,Fixed,09/Jun/11 01:11,04/Aug/11 00:35,
Bug,,PIG-1247,12456876,,Error Number makes it hard to debug: ERROR 2999: Unexpected internal error. org.apache.pig.backend.datastorage.DataStorageException cannot be cast to java.lang.Error,xuefuz,viraj,Major,Closed,Fixed,20/Feb/10 02:33,04/Aug/11 00:35,
Bug,,PIG-2002,12504705,,"Regression: Pig gives error ""Projection with nothing to reference!"" for a valid query",xuefuz,xuefuz,Major,Closed,Fixed,19/Apr/11 19:45,04/Aug/11 00:35,
Bug,,PIG-2068,12507065,,documentation of union onschema restrictions need to to be updated,chandec,thejas,Major,Closed,Fixed,13/May/11 00:22,04/Aug/11 00:35,
Improvement,,PIG-1747,12480848,,pattern match classes for matching patterns in physical plan ,thejas,thejas,Major,Closed,Fixed,24/Nov/10 19:02,04/Aug/11 00:35,
Bug,,PIG-1922,12501849,,null is being treated as string constant in expressions,,thejas,Major,Closed,Invalid,19/Mar/11 01:34,04/Aug/11 00:35,
Bug,,PIG-2070,12507157,,"""Unknown"" appears in error message for an error case",thejas,xuefuz,Major,Closed,Fixed,13/May/11 18:04,04/Aug/11 00:35,
Bug,,PIG-1985,12503792,,"Utils.getSchemaFromString does not use the new parser, and thus fails to parse valid schema",daijy,woody.anderson@gmail.com,Major,Closed,Fixed,08/Apr/11 22:14,04/Aug/11 00:35,
Bug,,PIG-1890,12500949,,Fix piggybank unit test TestAvroStorage,kengoodhope,daijy,Major,Closed,Fixed,09/Mar/11 21:57,04/Aug/11 00:35,
Bug,,PIG-2058,12506774,,Macro missing returns clause doesn't give a good error message,rding,xuefuz,Major,Closed,Fixed,10/May/11 22:10,04/Aug/11 00:35,
Bug,,PIG-1733,12480171,,java.lang.NumberFormatException as value is automatically detected as int,laukik,viraj,Major,Closed,Invalid,17/Nov/10 01:47,04/Aug/11 00:35,
Improvement,,PIG-1612,12474114,,error reporting: PigException needs to have a way to indicate that its message is appropriate for user,laukik,thejas,Major,Closed,Fixed,14/Sep/10 19:59,04/Aug/11 00:35,
Bug,,PIG-2081,12507799,,Dryrun gives wrong line numbers in error message for scripts containing macro.,rding,rding,Major,Closed,Fixed,19/May/11 18:58,04/Aug/11 00:35,
Bug,,PIG-1852,12498412,,Packaging antlr jar with pig.jar,rding,rding,Major,Closed,Fixed,11/Feb/11 18:51,04/Aug/11 00:35,
Bug,,PIG-1817,12496356,,Documentation: streaming example uses single quotes and not backtick,chandec,thejas,Major,Closed,Fixed,22/Jan/11 00:00,04/Aug/11 00:35,
Bug,,PIG-2052,12506641,,Ship guava.jar to backend,dvryaboy,daijy,Major,Closed,Fixed,09/May/11 18:12,04/Aug/11 00:35,
Bug,,PIG-2033,12506118,,Pig returns sucess for the failed Pig script,rding,rding,Major,Closed,Fixed,03/May/11 23:08,04/Aug/11 00:35,
