Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,ROL-1666,12421371,Cannot dis-allow custom themes,djohnson,djohnson,Major,Closed,Fixed,03/Feb/08 22:26,01/Jan/13 17:53,
Improvement,ROL-1835,12436666,Media Blogging: fix Weblog entry image choosers,djohnson,djohnson,Major,Closed,Fixed,26/Sep/09 17:04,01/Jan/13 17:53,
Improvement,ROL-1944,12556797,Salt values in all HTML forms,snoopdave,snoopdave,Major,Closed,Fixed,22/May/12 02:46,01/Jan/13 17:48,
Bug,ROL-952,12420780,Installation problems with 2.0-incubating,roller_unassigned,topping,Major,Closed,Fixed,29/Dec/05 04:47,28/Apr/12 05:35,
Bug,ROL-219,12419986,java.sql.SQLException: Can't call commit when autocommit=true,djohnson,topping,Major,Closed,Won't Fix,15/Jul/03 08:07,26/Jul/11 16:26,
Improvement,ROL-1892,12480491,JUnit tests fail when run against Hibernate JPA,djohnson,djohnson,Major,Closed,Fixed,20/Nov/10 15:37,21/Nov/10 13:56,
Improvement,ROL-1891,12479911,JUnit tests fail when run against EclipseLink JPA,djohnson,djohnson,Major,Closed,Fixed,14/Nov/10 15:53,14/Nov/10 21:18,
Question,ROL-1843,12437953,Does roller has the album images function and the music function like other blogs?,roller_unassigned,lanjingyu,Major,Closed,Invalid,13/Oct/09 08:42,13/Oct/09 12:00,
Bug,ROL-1812,12425310,RSS feed does not work if there is special characters in category name,roller_unassigned,jroyer,Major,Closed,Invalid,13/May/09 08:57,15/May/09 14:27,
Bug,ROL-1718,12421392,Web services don't work with LDAP setup,roller_unassigned,djohnson,Major,Open,,15/May/08 18:59,18/Feb/09 17:22,
Bug,ROL-1784,12421420,Images not scaled properly at my Sun Blog,roller_unassigned,avinashgautam,Major,Closed,Won't Fix,29/Jan/09 07:28,29/Jan/09 19:25,
Bug,ROL-1763,12421264,"I created a blog (Cisco Millennials Today) and its on the Cisco internal internet, but not attached to my profile.",roller_unassigned,bmaughan,Major,Closed,Won't Fix,04/Dec/08 19:18,04/Dec/08 19:25,
Bug,ROL-1150,12421366,Editor stopped working in Firefox 1.0.7,djohnson,bnitz,Major,Closed,Won't Fix,26/May/06 21:51,12/Oct/08 21:08,
Bug,ROL-1575,12421364,Not able to integrate with oracle. Getting java.lang.IllegalStateException: getOutputStream() has already been called for this response,roller_unassigned,mesenthil,Major,Closed,Incomplete,09/Oct/07 14:19,12/Oct/08 21:04,
Bug,ROL-1388,12421061,java.lang.ClassCastException,roller_unassigned,ghostgate,Major,Closed,Incomplete,14/Apr/07 15:59,12/Oct/08 21:03,
Bug,ROL-867,12421454,Pb with PersistenceSessionFilter,roller_unassigned,rob_tmaz,Major,Closed,Fixed,29/Oct/05 15:13,12/Oct/08 21:02,
Bug,ROL-890,12420758,"On Your Profile page, a green message bar shows at the top with nothing in it",roller_unassigned,mraible,Major,Closed,Fixed,14/Nov/05 05:17,12/Oct/08 21:01,
Bug,ROL-1362,12421426,browser blog ,roller_unassigned,anderschen,Major,Closed,Fixed,03/Mar/07 16:56,12/Oct/08 20:55,
New Feature,ROL-1295,12420432,# of hits rollover when hovering over front page blog entry titles,roller_unassigned,lskrocki,Major,Closed,Fixed,14/Nov/06 23:18,12/Oct/08 20:52,
Bug,ROL-1712,12421397,after upgrade roller won't run properly,roller_unassigned,stolivar,Major,Closed,Won't Fix,18/Apr/08 21:16,19/Apr/08 00:37,
